work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,Senior,Full-time,Business Intelligence Engineer,104300.0,USD,104300.0,US,0,US,Large
2023,Senior,Full-time,Data Analyst,119636.0,USD,119636.0,US,0,US,Medium
2025,Entry,Full-time,Data Analyst,67683.0,USD,67683.0,US,0,US,Medium
2024,Mid,Full-time,Data Engineer,123000.0,USD,123000.0,US,0,US,Medium
2025,Executive,Full-time,Data Engineer,185500.0,USD,185500.0,US,0,US,Medium
2025,Executive,Full-time,Director,173200.0,USD,173200.0,US,100,US,Medium
2025,Mid,Full-time,Engineer,154000.0,USD,154000.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,304704.0,USD,304704.0,US,0,US,Medium
2025,Mid,Full-time,Engineer,170000.0,USD,170000.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,96750.0,USD,96750.0,US,0,US,Medium
2025,Mid,Full-time,Engineering Manager,215000.0,USD,215000.0,CA,0,CA,Medium
2025,Mid,Full-time,Engineer,140000.0,USD,140000.0,US,0,US,Medium
2024,Senior,Full-time,Manager,179000.0,USD,179000.0,US,0,US,Medium
2023,Mid,Full-time,Data Engineer,162500.0,USD,162500.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,136100.0,USD,136100.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,293800.0,USD,293800.0,US,0,US,Medium
2025,Senior,Full-time,DevOps Engineer,108900.0,USD,108900.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,236500.0,USD,236500.0,US,0,US,Medium
2025,Mid,Full-time,Data Manager,43888.0,USD,43888.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,225600.0,USD,225600.0,US,0,US,Medium
2025,Mid,Full-time,Data Analyst,180200.0,USD,180200.0,US,0,US,Medium
2024,Senior,Full-time,Data Analyst,110000.0,USD,110000.0,US,100,US,Medium
2024,Mid,Full-time,Engineer,117500.0,USD,117500.0,US,0,US,Medium
2025,Entry,Full-time,Platform Engineer,75000.0,GBP,94936.0,GB,0,GB,Medium
2025,Senior,Full-time,Engineer,210000.0,USD,210000.0,US,100,US,Medium
2024,Mid,Full-time,Engineer,227600.0,USD,227600.0,US,0,US,Medium
2024,Senior,Full-time,Software Development Engineer,178200.0,USD,178200.0,US,0,US,Medium
2025,Mid,Full-time,Data Product Owner,99000.0,USD,99000.0,US,100,US,Medium
2025,Executive,Full-time,Quantitative Analyst,200000.0,USD,200000.0,US,0,US,Medium
2024,Senior,Full-time,Solution Architect,144300.0,USD,144300.0,US,0,US,Medium
2024,Mid,Full-time,Engineer,178360.0,USD,178360.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,180000.0,USD,180000.0,US,0,US,Medium
2023,Senior,Full-time,Machine Learning Engineer,331640.0,USD,331640.0,US,0,US,Medium
2024,Senior,Full-time,Data Analyst,165900.0,USD,165900.0,US,0,US,Medium
2024,Mid,Full-time,Data Manager,90000.0,USD,90000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,210700.0,USD,210700.0,US,0,US,Medium
2024,Executive,Full-time,Head of Data,257500.0,USD,257500.0,US,0,US,Medium
2023,Senior,Full-time,Data Scientist,160000.0,USD,160000.0,US,0,US,Medium
2025,Senior,Full-time,Consultant,82160.0,USD,82160.0,US,0,US,Medium
2023,Senior,Full-time,Data Engineer,194400.0,USD,194400.0,US,100,US,Medium
2024,Mid,Full-time,Developer,135400.0,USD,135400.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,240240.0,USD,240240.0,US,0,US,Medium
2025,Entry,Full-time,Analyst,110000.0,USD,110000.0,US,100,US,Medium
2024,Senior,Full-time,BI Analyst,100000.0,USD,100000.0,US,0,US,Medium
2023,Mid,Full-time,Data Engineer,170000.0,USD,170000.0,US,0,US,Medium
2025,Mid,Full-time,Consultant,50000.0,GBP,63291.0,GB,0,GB,Medium
2025,Senior,Full-time,Software Engineer,130000.0,USD,130000.0,US,0,US,Medium
2025,Senior,Full-time,Product Manager,115400.0,USD,115400.0,US,0,US,Medium
2025,Mid,Full-time,Manager,250000.0,USD,250000.0,US,0,US,Medium
2025,Senior,Full-time,Quantitative Researcher,200000.0,USD,200000.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,153000.0,USD,153000.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,132000.0,USD,132000.0,US,100,US,Medium
2025,Senior,Full-time,Software Engineer,146640.0,USD,146640.0,US,0,US,Medium
2024,Mid,Full-time,AI Engineer,172000.0,USD,172000.0,US,0,US,Medium
2025,Senior,Full-time,Architect,152915.0,USD,152915.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,153000.0,USD,153000.0,CA,100,CA,Medium
2025,Senior,Full-time,Data Scientist,70907.0,USD,70907.0,US,0,US,Medium
2024,Mid,Full-time,Software Engineer,62186.0,USD,62186.0,US,100,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,208000.0,USD,208000.0,US,0,US,Medium
2025,Mid,Full-time,Analytics Engineer,122292.0,USD,122292.0,US,0,US,Medium
2025,Mid,Full-time,Data Engineer,137000.0,USD,137000.0,US,100,US,Medium
2024,Senior,Full-time,Manager,273700.0,USD,273700.0,US,100,US,Medium
2025,Senior,Full-time,Machine Learning Engineer,199000.0,USD,199000.0,US,100,US,Medium
2024,Entry,Full-time,Data Analyst,90000.0,USD,90000.0,US,0,US,Medium
2025,Senior,Full-time,Applied Scientist,200000.0,USD,200000.0,US,100,US,Medium
2025,Senior,Full-time,Security Researcher,151000.0,USD,151000.0,US,0,US,Medium
2025,Mid,Full-time,Engineer,112000.0,USD,112000.0,US,0,US,Medium
2025,Mid,Full-time,Data Engineer,98000.0,USD,98000.0,US,0,US,Medium
2025,Senior,Full-time,Bioinformatician,110000.0,USD,110000.0,US,0,US,Medium
2025,Senior,Full-time,AI Engineer,129639.0,USD,129639.0,US,100,US,Medium
2024,Mid,Full-time,Data Scientist,79040.0,EUR,87822.0,AT,0,AT,Medium
2025,Senior,Full-time,Software Engineer,148000.0,USD,148000.0,US,0,US,Medium
2025,Mid,Full-time,Product Manager,179000.0,USD,179000.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,304750.0,USD,304750.0,US,0,US,Medium
2025,Mid,Full-time,Data Scientist,99336.0,USD,99336.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,230670.0,USD,230670.0,US,0,US,Medium
2025,Mid,Full-time,Insight Analyst,36000.0,USD,36000.0,MX,0,MX,Medium
2025,Senior,Full-time,Analyst,188640.0,USD,188640.0,US,0,US,Medium
2025,Senior,Full-time,Manager,161860.0,USD,161860.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,311900.0,USD,311900.0,US,0,US,Medium
2025,Mid,Full-time,Software Engineer,123050.0,USD,123050.0,US,0,US,Medium
2025,Mid,Full-time,Engineer,124000.0,USD,124000.0,US,0,US,Medium
2025,Mid,Full-time,Data Scientist,140000.0,USD,140000.0,US,0,US,Medium
2025,Mid,Full-time,Data Scientist,175800.0,USD,175800.0,US,0,US,Medium
2025,Entry,Full-time,Analyst,82100.0,USD,82100.0,DE,0,DE,Medium
2025,Senior,Full-time,Bioinformatics Scientist,191070.0,USD,191070.0,US,0,US,Medium
2024,Senior,Full-time,Data Analyst,114720.0,USD,114720.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,145000.0,USD,145000.0,US,0,US,Medium
2025,Mid,Full-time,Manager,89000.0,USD,89000.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,196000.0,USD,196000.0,US,0,US,Medium
2025,Entry,Full-time,Analyst,67688.0,USD,67688.0,US,0,US,Medium
2024,Mid,Full-time,Data Scientist,195000.0,USD,195000.0,US,100,US,Medium
2024,Senior,Full-time,Cloud Engineer,225500.0,USD,225500.0,US,0,US,Medium
2024,Mid,Full-time,Research Associate,40247.0,GBP,50308.0,GB,0,GB,Medium
2023,Mid,Full-time,Data Engineer,75000.0,USD,75000.0,US,0,US,Medium
2024,Mid,Full-time,Data Analytics Manager,198880.0,USD,198880.0,US,0,US,Medium
2024,Senior,Full-time,Data Architect,200000.0,USD,200000.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,152000.0,USD,152000.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,155000.0,USD,155000.0,CA,100,CA,Medium
2025,Mid,Full-time,Software Developer,75000.0,USD,75000.0,US,0,US,Medium
2025,Mid,Full-time,Manager,175931.0,USD,175931.0,US,100,US,Medium
2024,Entry,Full-time,Data Analyst,51688.0,USD,51688.0,US,0,US,Medium
2025,Mid,Full-time,Manager,261950.0,USD,261950.0,US,0,US,Medium
2025,Senior,Full-time,Software Development Engineer,146000.0,USD,146000.0,CA,0,CA,Medium
2025,Senior,Full-time,Statistician,176583.0,USD,176583.0,US,0,US,Medium
2025,Senior,Full-time,BI Analyst,150000.0,USD,150000.0,US,100,US,Medium
2025,Mid,Full-time,Business Intelligence Engineer,125000.0,USD,125000.0,US,100,US,Medium
2025,Senior,Full-time,Data Analyst,107800.0,USD,107800.0,US,100,US,Medium
2025,Senior,Full-time,Technical Lead,140000.0,USD,140000.0,US,100,US,Medium
2023,Senior,Full-time,Data Scientist,118900.0,USD,118900.0,US,0,US,Medium
2025,Senior,Full-time,Engineer,104000.0,USD,104000.0,US,0,US,Medium
2025,Senior,Full-time,Machine Learning Engineer,129300.0,USD,129300.0,US,100,US,Medium
2025,Mid,Full-time,Application Developer,93000.0,USD,93000.0,CA,0,CA,Medium
2024,Senior,Full-time,Machine Learning Engineer,182000.0,USD,182000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,133600.0,USD,133600.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,168000.0,USD,168000.0,US,0,US,Medium
2024,Senior,Full-time,Associate,78000.0,USD,78000.0,US,0,US,Medium
2025,Senior,Full-time,Product Manager,119800.0,USD,119800.0,US,0,US,Medium
2025,Entry,Full-time,Data Analyst,61900.0,USD,61900.0,US,0,US,Medium
2025,Mid,Full-time,Data Engineer,100000.0,USD,100000.0,US,100,US,Medium
2025,Senior,Full-time,Data Engineer,138510.0,USD,138510.0,AU,0,AU,Medium
2025,Mid,Full-time,Developer,33000.0,USD,33000.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,161000.0,USD,161000.0,US,0,US,Medium
2024,Mid,Full-time,Business Intelligence Engineer,132000.0,USD,132000.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,200000.0,USD,200000.0,US,0,US,Medium
2025,Senior,Full-time,Technical Lead,175000.0,USD,175000.0,US,0,US,Medium
2025,Senior,Full-time,Analyst,124600.0,USD,124600.0,US,0,US,Medium
2025,Senior,Full-time,Site Reliability Engineer,218900.0,USD,218900.0,US,100,US,Medium
2024,Senior,Full-time,Business Intelligence,182800.0,USD,182800.0,US,100,US,Medium
2024,Mid,Full-time,Business Intelligence Engineer,90000.0,USD,90000.0,US,0,US,Medium
2025,Senior,Full-time,Manager,180000.0,USD,180000.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,211000.0,USD,211000.0,US,100,US,Medium
2024,Mid,Full-time,Associate,143000.0,USD,143000.0,US,100,US,Medium
2025,Mid,Full-time,Data Engineer,130000.0,USD,130000.0,US,100,US,Medium
2025,Senior,Full-time,Data Architect,161800.0,USD,161800.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,255800.0,USD,255800.0,US,0,US,Medium
2024,Entry,Full-time,Research Scientist,194000.0,USD,194000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,252000.0,USD,252000.0,US,0,US,Medium
2025,Mid,Full-time,Software Engineer,130000.0,USD,130000.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,237500.0,USD,237500.0,US,0,US,Medium
2025,Senior,Full-time,Analytics Engineer,186000.0,USD,186000.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,162000.0,USD,162000.0,US,100,US,Medium
2025,Senior,Full-time,Machine Learning Engineer,98000.0,USD,98000.0,US,100,US,Medium
2025,Senior,Full-time,Engineer,168800.0,USD,168800.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,200000.0,USD,200000.0,US,0,US,Medium
2023,Senior,Full-time,Data Scientist,122000.0,USD,122000.0,US,0,US,Medium
2023,Senior,Full-time,Data Analyst,120500.0,USD,120500.0,US,100,US,Medium
2024,Senior,Full-time,Software Engineer,234000.0,USD,234000.0,US,0,US,Medium
2025,Entry,Full-time,Data Operations Analyst,65342.0,USD,65342.0,US,100,US,Medium
2025,Senior,Full-time,Business Intelligence Engineer,150000.0,USD,150000.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,150000.0,USD,150000.0,US,100,US,Medium
2024,Senior,Full-time,Software Engineer,243300.0,USD,243300.0,US,0,US,Medium
2025,Mid,Full-time,Research Scientist,208000.0,USD,208000.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Researcher,110000.0,USD,110000.0,US,100,US,Medium
2025,Mid,Full-time,Analytics Engineer,170000.0,USD,170000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,152200.0,USD,152200.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,182000.0,USD,182000.0,US,0,US,Medium
2023,Senior,Full-time,Applied Scientist,178538.0,USD,178538.0,US,100,US,Medium
2025,Senior,Full-time,Software Engineer,240000.0,USD,240000.0,US,0,US,Medium
2024,Mid,Full-time,Data Analyst,128300.0,USD,128300.0,CA,0,CA,Medium
2025,Senior,Full-time,Data Analyst,191100.0,USD,191100.0,US,0,US,Medium
2025,Senior,Full-time,Solutions Architect,192300.0,USD,192300.0,US,100,US,Medium
2024,Senior,Full-time,Data Lead,180000.0,USD,180000.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,278000.0,USD,278000.0,US,0,US,Medium
2024,Entry,Full-time,Data Scientist,78000.0,USD,78000.0,US,0,US,Medium
2025,Mid,Full-time,Manager,84900.0,USD,84900.0,CA,0,CA,Medium
2024,Mid,Full-time,Developer,120000.0,USD,120000.0,CA,0,CA,Medium
2025,Senior,Full-time,AI Tech Lead,158400.0,USD,158400.0,US,100,US,Medium
2025,Senior,Full-time,Solutions Architect,300800.0,USD,300800.0,US,100,US,Medium
2025,Senior,Full-time,Manager,141000.0,USD,141000.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,160000.0,USD,160000.0,US,100,US,Medium
2024,Senior,Full-time,Machine Learning Engineer,270000.0,USD,270000.0,US,100,US,Medium
2024,Mid,Full-time,Software Engineer,189000.0,USD,189000.0,US,100,US,Medium
2025,Senior,Full-time,Manager,163200.0,USD,163200.0,CA,0,CA,Medium
2025,Entry,Full-time,Data Analyst,28800.0,EUR,30315.0,LT,0,LT,Medium
2024,Executive,Full-time,Engineer,273000.0,USD,273000.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,187675.0,USD,187675.0,US,0,US,Medium
2024,Mid,Full-time,Software Engineer,160000.0,USD,160000.0,US,0,US,Medium
2024,Mid,Full-time,Data Engineer,43990.0,GBP,54987.0,GB,100,GB,Medium
2025,Mid,Full-time,Data Engineer,99336.0,USD,99336.0,US,100,US,Medium
2024,Senior,Full-time,Data Engineer,116100.0,USD,116100.0,US,100,US,Medium
2025,Mid,Full-time,Data Scientist,189600.0,USD,189600.0,US,100,US,Medium
2023,Senior,Full-time,Machine Learning Engineer,172200.0,USD,172200.0,US,0,US,Medium
2024,Mid,Full-time,Software Engineer,143100.0,USD,143100.0,US,0,US,Medium
2023,Senior,Full-time,Data Engineer,180000.0,USD,180000.0,US,100,US,Medium
2024,Mid,Full-time,Solutions Engineer,139000.0,USD,139000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,183580.0,USD,183580.0,US,100,US,Medium
2025,Senior,Full-time,Analytics Engineer,175000.0,USD,175000.0,US,0,US,Medium
2025,Mid,Full-time,Research Scientist,170000.0,USD,170000.0,CA,0,CA,Medium
2024,Mid,Full-time,Software Engineer,119700.0,USD,119700.0,US,0,US,Medium
2024,Mid,Full-time,Machine Learning Engineer,355000.0,USD,355000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,152000.0,USD,152000.0,US,0,US,Medium
2024,Senior,Full-time,Site Reliability Engineer,227500.0,USD,227500.0,US,100,US,Medium
2025,Senior,Full-time,Solutions Architect,195378.0,USD,195378.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,186350.0,USD,186350.0,US,100,US,Medium
2025,Mid,Full-time,Data Scientist,294000.0,USD,294000.0,US,0,US,Medium
2024,Mid,Full-time,Research Engineer,202400.0,USD,202400.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,147000.0,USD,147000.0,US,0,US,Medium
2025,Senior,Full-time,Solutions Architect,141300.0,USD,141300.0,US,0,US,Medium
2024,Entry,Full-time,Data Engineer,60000.0,USD,60000.0,US,0,US,Medium
2024,Mid,Full-time,Analyst,106000.0,USD,106000.0,US,0,US,Medium
2025,Senior,Full-time,Tech Lead,220000.0,USD,220000.0,US,0,US,Medium
2025,Mid,Full-time,Data Engineer,135700.0,USD,135700.0,US,0,US,Medium
2024,Entry,Full-time,Machine Learning Engineer,137750.0,USD,137750.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,124000.0,USD,124000.0,US,0,US,Medium
2023,Entry,Full-time,Data Analyst,102000.0,USD,102000.0,US,100,US,Medium
2023,Senior,Full-time,Data Analyst,110000.0,USD,110000.0,US,0,US,Medium
2025,Senior,Full-time,Computational Biologist,99000.0,USD,99000.0,AU,0,AU,Medium
2025,Senior,Full-time,Manager,33336.0,EUR,35090.0,AT,0,AT,Medium
2023,Senior,Full-time,Machine Learning Engineer,208000.0,USD,208000.0,US,100,US,Medium
2024,Entry,Full-time,Software Engineer,147000.0,USD,147000.0,US,0,US,Medium
2024,Senior,Full-time,Business Intelligence Engineer,108500.0,USD,108500.0,US,100,US,Medium
2022,Senior,Full-time,Data Engineer,215000.0,USD,215000.0,US,0,US,Medium
2024,Senior,Full-time,Data Engineer,125000.0,USD,125000.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,235100.0,USD,235100.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,164780.0,USD,164780.0,US,100,US,Medium
2024,Senior,Full-time,Research Engineer,273000.0,USD,273000.0,US,0,US,Medium
2024,Senior,Full-time,Software Engineer,156800.0,USD,156800.0,US,0,US,Medium
2025,Mid,Full-time,Manager,231000.0,USD,231000.0,US,0,US,Medium
2022,Senior,Full-time,Data Scientist,140700.0,USD,140700.0,US,0,US,Medium
2025,Senior,Full-time,AI Engineer,250000.0,USD,250000.0,US,0,US,Medium
2025,Senior,Full-time,Data Management Specialist,50316.0,EUR,52964.0,NL,0,NL,Medium
2024,Senior,Full-time,Manager,272000.0,USD,272000.0,US,0,US,Medium
2024,Mid,Full-time,Software Developer,93500.0,USD,93500.0,CA,0,CA,Medium
2023,Senior,Full-time,Analytics Engineer,134000.0,USD,134000.0,US,100,US,Medium
2024,Mid,Full-time,Manager,84375.0,USD,84375.0,CA,0,CA,Medium
2023,Senior,Full-time,Data Quality Analyst,80000.0,USD,80000.0,US,0,US,Medium
2023,Senior,Full-time,Data Engineer,120000.0,USD,120000.0,US,0,US,Medium
2025,Mid,Full-time,Data Analytics Specialist,138300.0,USD,138300.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,175000.0,USD,175000.0,US,100,US,Medium
2024,Executive,Full-time,Analyst,162000.0,USD,162000.0,US,0,US,Medium
2022,Senior,Full-time,Data Engineer,134000.0,USD,134000.0,US,0,US,Medium
2025,Entry,Full-time,Data Analyst,60750.0,USD,60750.0,US,0,US,Medium
2025,Senior,Full-time,Product Manager,173000.0,USD,173000.0,US,0,US,Medium
2024,Mid,Full-time,Manager,289700.0,USD,289700.0,US,0,US,Medium
2025,Mid,Full-time,Research Scientist,133000.0,USD,133000.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,100700.0,USD,100700.0,US,0,US,Medium
2024,Senior,Full-time,Engineer,150000.0,USD,150000.0,US,0,US,Medium
2025,Mid,Full-time,Manager,154700.0,USD,154700.0,US,100,US,Medium
2025,Senior,Full-time,Engineer,128350.0,USD,128350.0,US,0,US,Medium
2025,Senior,Full-time,Machine Learning Engineer,166000.0,USD,166000.0,US,0,US,Medium
2024,Mid,Full-time,Software Engineer,90000.0,USD,90000.0,US,0,US,Medium
2024,Mid,Full-time,Data Specialist,72800.0,USD,72800.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,211000.0,USD,211000.0,US,0,US,Medium
2023,Senior,Full-time,Machine Learning Engineer,309000.0,USD,309000.0,US,0,US,Medium
2025,Senior,Full-time,Architect,131600.0,USD,131600.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,68000.0,USD,68000.0,US,0,US,Medium
2025,Senior,Full-time,Data Analyst,170000.0,USD,170000.0,CA,0,CA,Medium
2025,Entry,Full-time,Data Analyst,85000.0,USD,85000.0,US,0,US,Medium
2024,Senior,Full-time,Data Analytics Associate,91000.0,USD,91000.0,US,50,US,Large
2024,Mid,Full-time,Data Engineer,208800.0,USD,208800.0,US,0,US,Medium
2025,Senior,Full-time,Machine Learning Engineer,197800.0,USD,197800.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,291000.0,USD,291000.0,US,0,US,Medium
2025,Senior,Full-time,Manager,122000.0,USD,122000.0,US,0,US,Medium
2025,Senior,Full-time,Machine Learning Engineer,158000.0,USD,158000.0,US,0,US,Medium
2024,Senior,Full-time,Data Architect,220000.0,USD,220000.0,US,0,US,Medium
2023,Entry,Full-time,Research Analyst,65000.0,USD,65000.0,US,100,US,Medium
2024,Senior,Full-time,Software Engineer,366000.0,USD,366000.0,US,0,US,Medium
2024,Senior,Full-time,Fullstack Engineer,120000.0,USD,120000.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,180000.0,USD,180000.0,US,0,US,Medium
2025,Senior,Full-time,Platform Engineer,183335.0,USD,183335.0,US,0,US,Medium
2025,Mid,Full-time,Data Analyst,85000.0,USD,85000.0,US,0,US,Medium
2024,Mid,Full-time,Engineering Manager,199000.0,USD,199000.0,US,100,US,Medium
2025,Senior,Full-time,Data Engineer,132200.0,USD,132200.0,US,0,US,Medium
2024,Senior,Full-time,Data Architect,217000.0,USD,217000.0,US,0,US,Medium
2025,Mid,Full-time,Product Manager,305000.0,USD,305000.0,US,0,US,Medium
2024,Mid,Full-time,Manager,108497.0,USD,108497.0,US,0,US,Medium
2025,Senior,Full-time,Data Engineer,190000.0,USD,190000.0,US,0,US,Medium
2024,Senior,Full-time,Machine Learning Researcher,160000.0,USD,160000.0,US,100,US,Medium
2023,Entry,Full-time,Data Analyst,150000.0,USD,150000.0,US,0,US,Medium
2024,Mid,Full-time,Consultant,107600.0,USD,107600.0,US,0,US,Medium
2025,Senior,Full-time,Software Engineer,234000.0,USD,234000.0,US,0,US,Medium
2024,Mid,Full-time,Machine Learning Engineer,136800.0,USD,136800.0,US,0,US,Medium
2025,Mid,Full-time,Consultant,153400.0,USD,153400.0,US,0,US,Medium
2024,Mid,Full-time,Data Scientist,119200.0,USD,119200.0,US,100,US,Medium
2024,Senior,Full-time,Principal Software Architect,180000.0,USD,180000.0,US,100,US,Medium
2025,Mid,Full-time,Software Developer,235750.0,USD,235750.0,US,0,US,Medium
2025,Senior,Full-time,Data Scientist,225000.0,USD,225000.0,US,0,US,Medium
2024,Mid,Full-time,Research Scientist,177000.0,USD,177000.0,US,0,US,Medium
2024,Mid,Full-time,Software Engineer,98300.0,USD,98300.0,US,0,US,Medium
2024,Senior,Full-time,Data Scientist,201450.0,USD,201450.0,US,100,US,Medium
